V1 V2 V3
1 0 0 0
2 0.0493221472388156 0.801322260316351 0.163686160202265
3 -0.150891717650633 0.814663123995448 0.129266738369145
4 -0.0857509899643077 0.806369258719394 0.159969959816884
5 -0.0080487023675416 0.816370904824218 0.163473098053526
6 -0.0795819038663255 0.80304982177349 0.133090108818667
7 -0.0113957125191525 0.805895140073403 0.0954271120277937
8 0.0227838782195072 0.82492185623621 0.161858807472592
9 -0.0913895655461521 0.812273233549318 0.177365897960715
10 0.0844928650205886 0.808939468893647 0.203892512451489
11 0.147745514446312 0.807489591371905 0.0767595773836344
12 -0.0245212501533455 0.80057521118182 0.188553960273116
13 0.209822545596661 0.800344936506034 0.126786237646003
14 -0.0444706337024636 0.794842837541503 0.131673367682928
15 0.303540871399735 0.82796708360854 0.252883707458583
16 0.413739568830894 0.834780355300104 0.30580462330683
17 0.496471213018687 0.828425683672404 0.308551353929906
18 0.473639840113922 0.84271256129857 0.339567760139798
19 0.590906911599206 0.851747299035575 0.35358354617559
20 0.506393167084264 0.847490921107247 0.250698920074043
21 0.5746406606604 0.844935714475095 0.279873228357289
22 0.57486154686466 0.835436586942906 0.284984032598822
23 0.612577239144765 0.842196343063316 0.214165223428822
24 0.492557822726514 0.859417888906758 0.255322517776877
25 0.605498372848764 0.850500042116082 0.291832327554275
26 0.584723513787268 0.861330541282017 0.282735946133826
27 0.449021211710238 0.853687148469597 0.241469733209908
28 0.488108446197627 0.872114627717884 0.180201196605305
29 0.466653450250251 0.878985349914701 0.279424199185824
30 0.452359079864059 0.879495993375773 0.247930534314416
31 0.308733992056806 0.89355178035488 0.15378127566434
32 0.480849677199343 0.875673664737535 0.162974124807723
33 0.416099428392299 0.870152447014656 0.144911970247222
34 0.517637275471656 0.885471933841347 0.236811361912883
35 0.478283956429212 0.896964194187657 0.299398913623642
36 0.407168820603151 0.893805542787923 0.278461620334817
37 0.445802449898828 0.892571788738855 0.302501890166849
38 0.38736677023988 0.88944734150054 0.325588842941
39 0.428847386518384 0.871209670194017 0.231322080938961
40 0.680825124049699 0.892947676946157 0.334192449118079
41 0.355406182787471 0.881418183111854 0.295340982715025
42 0.249947714548417 0.88414356536556 0.32565136784702
43 0.0729340349897082 0.892785245316867 0.255220643383661
44 -0.0588259163999837 0.879283853192545 0.237350678784893
45 0.0950484782594298 0.89591615159866 0.265282188865462
46 -0.0102736746111626 0.890897519415518 0.255918287524439
47 -0.0779872785557998 0.888537481475708 0.266927386406437
48 -0.144036082715518 0.889392186107384 0.285174566673448
49 -0.21673308768649 0.887027087918371 0.240585161211468
50 -0.134782542560428 0.887691086709181 0.353785138544049
51 -0.179531865163089 0.884710529181348 0.164923655768019
52 -0.0297664725625542 0.883924953255315 0.315634919128684
53 0.0699073541072538 0.874162083441971 0.256252670195458
54 -0.0606778231338213 0.900514842005298 0.297141321028763
55 -0.0125535700683247 0.915386483255173 0.235691956330583
56 0.00498058453610711 0.909761343999347 0.250065420092091
57 0.0724824458208015 0.90224017443461 0.237650892512789
58 0.157495431963864 0.883910105930313 0.158774629631678
59 0.0135097096019983 0.872607718584513 0.249461995250346
60 0.043130271508172 0.903934446024141 0.175598622876298
61 0.0749378174135764 0.899948058530589 0.208003545766732
62 -0.0913990053488294 0.899699509530866 0.250190790334623
63 0.140356526263993 0.893398240382096 0.14851593981299
64 0.0414853621618775 0.880808719656422 0.299066280469302
65 0.102163583517284 0.906089089868587 0.247026215467843
66 -0.00647501342439381 0.914398174301573 0.328059960642059
67 0.0751743476134011 0.91086997935702 0.30330657950218
68 0.151322584397819 0.890280995718689 0.179638210389272
69 0.173654095637196 0.907854001392177 0.257659279550168
70 0.327483102685225 0.903882942695607 0.154781348330674
71 0.276555906602834 0.920634435825598 0.331976881585728
72 0.161953822807662 0.927309301160255 0.310925801730498
73 0.290935223754914 0.914086035734503 0.347288097238262
74 0.133082163599772 0.918839317086328 0.205396565497626
75 0.21039178891883 0.921458565127428 0.0997359146530254
76 0.334411425207306 0.910441665331062 0.167140149776474
77 0.478506004162444 0.920641609667231 0.153287756144319
78 0.459903101446655 0.911635548882044 0.240088765631925
79 0.637493996264294 0.927281780412567 0.164673686204163
80 0.636884718992573 0.926432321684783 0.169161130605595
81 0.557519909118729 0.940702501470708 0.205227127688497
82 0.444626429819434 0.972200190253249 0.142229606653081
83 0.518220979054011 0.977968969711884 0.128144869035895
84 0.487204635259444 0.971649455304243 0.0854603734550966
85 0.504616130084502 0.975834442748566 0.103200916846121
86 0.587751960348367 0.969301595247634 0.0695063795297529
87 0.462039558640672 0.993313126687964 0.0349161350039923
88 0.361224161652624 0.970087773457115 0.0779612813322173
89 0.54398062889592 0.968086102033972 0.10978942064736
90 0.396090030490704 0.97579896601511 0.203444881034073
91 0.603835843376425 0.96928951829292 0.135235029518425
92 0.647170640387414 0.985831184285232 0.142689039109832
93 0.510622130942616 0.957097137177602 0.221701119504444
94 0.393141815052701 0.955342263485666 0.229685668350512
95 0.408660482747032 0.941933710929404 0.196726313948945
96 0.404929202178836 0.93339508292344 0.225234369998595
97 0.492728811806838 0.954401304112678 0.242818616785825
98 0.47480741307045 0.945811518303544 0.25916091119099
99 0.592052831017869 0.962238272301108 0.22245302556694
100 0.369914456586109 0.938766215997095 0.298681535068132
101 0.351933996919744 0.948066122175499 0.302221726892369
102 0.34366009202066 0.941916501470897 0.20338742953417
103 0.453412391827427 0.945708054724059 0.209039665682532
104 0.60637097400941 0.94838999067974 0.224168456626025
105 0.583831931921947 0.951880210787514 0.33972555360614
106 0.590496229752952 0.960759418775466 0.170634439368281
107 0.746559491123312 0.983789125655118 0.205022621278096
108 0.594668243404488 0.961377297007397 0.24097267339313
109 0.75131134664441 0.949020531998069 0.178522994554101
110 0.450772504408332 0.948119279282504 0.172679515228677
111 0.662783732315941 0.936710984298385 0.23663487666662
112 0.575492129714054 0.952058505862414 0.128033024371277
113 0.509882988543685 0.96581845908721 0.123632703645836
114 0.399600004456403 0.958831725718776 0.0970566590159684
115 0.422576608010802 0.947193105001493 0.112510638392873
116 0.422347549223443 0.946070711727003 0.0758939130357061
117 0.450522984178754 0.942901275193394 0.117811538630241
118 0.305027404503561 0.940909748248001 0.0441623230002331
119 0.38797079628831 0.949167981324824 0.0522180267400357
120 0.313840487489885 0.949526150256517 0.0887956788293595
121 0.514324933123273 0.946855472035456 0.144352785643481
122 0.465709202374382 0.913735953050698 0.151916855334783
123 0.321924620430163 0.941750677727285 0.175513938479468
124 0.37590540035558 0.955586231080084 0.1810313620782
125 0.392562538066604 0.947268769952692 0.209143158464188
126 0.355940281113753 0.951037891837099 0.191826660939263
127 0.376777189554593 0.960600621317942 0.168520870225952
128 0.195441268289469 0.962035971341235 0.0862778417792124
129 0.347827750509812 0.959583327664081 0.137661900394411
130 0.343014156916288 0.948326068115586 0.140698950475265
131 0.476822996785865 0.95142619368886 0.111658649173322
132 0.317821894176519 0.935104731767165 0.0957669616823523
133 0.480475738557398 0.937751752228505 0.114017772079971
134 0.501662753995887 0.920021491431336 0.0989316704160238
135 0.46285768026157 0.943990835769339 0.119806746731125
136 0.479596637945908 0.936982776798184 0.0621211612720371
137 0.445926066781648 0.948563770794447 0.139048740955147
138 0.330006830330395 0.93592164231504 0.166746461517048
139 0.262341904529543 0.922498563332655 0.257910908264268
140 0.280183548299488 0.924066921619775 0.231489938593995
141 0.171707848366902 0.924190450183472 0.273525972940766
142 0.259369648796905 0.945871652724938 0.334953420325372
143 0.480869978580048 0.916055370355954 0.252382125410205
144 0.375719457740429 0.91590921998495 0.23289577065976
145 0.411130570412457 0.912812119424358 0.153640796819641
146 0.479882096267358 0.927128531821749 0.177337494886069
147 0.353867548439082 0.928424883217401 0.253617616142067
148 0.62512760414899 0.918453288666377 0.179534107116254
149 0.689975733035659 0.936972099955251 0.18685742899372
150 0.402100362067751 0.942395349913968 0.199734770472233
151 0.492647099914266 0.934540397895107 0.161028415048659
152 0.414427193815996 0.936838796899957 0.218769286932922
153 0.321688537966109 0.938762322823697 0.169451225463658
154 0.215774384610519 0.942685626422231 0.199397493805185
155 0.39825825840825 0.927231231807895 0.11095944253166
156 0.598537512825009 0.942617533280514 0.190905834830181
157 0.340595376186313 0.955737112620801 0.179002524046984
158 0.317258522934623 0.939096432993761 0.157655753789047
159 0.391072321618922 0.941604611325141 0.0760804861019249
160 0.441134814552016 0.924394992220258 0.202982102616275
161 0.355744227410637 0.928369843938916 0.244869099860822
162 0.204677633469514 0.929765734391473 0.214627678190321
163 0.150314819396039 0.959308369223349 0.126096841334148
164 0.3383173389032 0.945790438604814 0.163714244316186
165 0.299565715387948 0.939058733977823 0.139523060071947
166 0.270508141699154 0.95472808900888 0.148286647745192
167 0.221894081596142 0.966054890086062 0.249377037740008
168 0.23410203067225 0.936313011728017 0.211949273910171
169 -0.0164470684317286 0.962967038395747 0.118165131552895
170 0.24273964708177 0.956392385063041 0.170371346258627
171 0.233179378920481 0.936022645824418 0.194484307136107
172 0.326824499752877 0.938380742542554 0.102220860557597
173 0.312213940661325 0.949414449806339 0.210146845163296
174 0.181015010217051 0.947010397314012 0.209038146624774
175 -0.0840668400642688 0.949353122299217 0.186451881037521
176 -0.239611564854085 0.933935332523867 0.209448889398161
177 0.0206951118061234 0.938264997804695 0.226340802482425
178 -0.116446414629608 0.933432312606317 0.2177949419577
179 0.00962258946245749 0.940574264518235 0.175251335030284
